1 Estudio de Toy Story? | A) Pixar | B) DreamWorks | C) Illumination,A
24 Franquicia con Pokebolas? | A) Pokemon | B) Digimon | C) Yo Kai Watch,A
25 Imperio de Julio Cesar? | A) Persa | B) Griego | C) Romano,C
26 Cual es la capital de Sudafrica? | A) Budapest | B) Berna | C) Pretoria,C
27 Imperio de Julio Cesar? | A) Griego | B) Romano | C) Persa,B
28 Unidad SI de fuerza? | A) Newton | B) Pascal | C) Joule,A
29 Estacion posterior a la primavera en el hemisferio sur? | A) Otono | B) Invierno | C) Verano,B
30 Torneo mas importante de clubes en Europa? | A) Liga de Campeones | B) Conference League | C) Europa League,A
31 Principal satelite natural de la Tierra? | A) Fobos | B) La Luna | C) Titan,B
32 Franquicia con Pokebolas? | A) Yo Kai Watch | B) Digimon | C) Pokemon,C
33 Tejido donde ocurre el intercambio de gases? | A) Higado | B) Rinones | C) Pulmones,C
34 Lider de la independencia de la India con no violencia? | A) Jinnah | B) Nehru | C) Gandhi,C
35 Torneo mas importante de clubes en Europa? | A) Liga de Campeones | B) Conference League | C) Europa League,A
36 Messi gano el Mundial con Argentina en? | A) 2022 | B) 2018 | C) 2014,A
37 Organo que bombea la sangre? | A) Higado | B) Pulmon | C) Corazon,C
38 Tejido donde ocurre el intercambio de gases? | A) Rinones | B) Higado | C) Pulmones,C
39 Particula con carga negativa? | A) Electron | B) Neutron | C) Proton,A
40 La NBA corresponde a? | A) Beisbol | B) Baloncesto | C) Hockey,B
41 Estudio de Toy Story? | A) Illumination | B) Pixar | C) DreamWorks,B
42 Rama de la ciencia que estudia los seres vivos? | A) Geologia | B) Biologia | C) Fisica,B
43 Gol en tenis se llama? | A) Canasta | B) Punto | C) Gol,B
44 Gol en tenis se llama? | A) Punto | B) Gol | C) Canasta,A
45 Artista del album Thriller? | A) Madonna | B) Michael Jackson | C) Prince,B
46 Particula con carga negativa? | A) Proton | B) Electron | C) Neutron,B
47 Gas mas abundante del aire? | A) Oxigeno | B) Nitrogeno | C) Dioxido de carbono,B
48 Estacion posterior a la primavera en el hemisferio sur? | A) Otono | B) Verano | C) Invierno,C
49 Gas mas abundante del aire? | A) Dioxido de carbono | B) Nitrogeno | C) Oxigeno,B
50 Primera mujer en ganar un Premio Nobel? | A) Ada Lovelace | B) Marie Curie | C) Rosalind Franklin,B
51 Franquicia con Pokebolas? | A) Yo Kai Watch | B) Pokemon | C) Digimon,B
52 Principal satelite natural de la Tierra? | A) La Luna | B) Titan | C) Fobos,A
53 Civilizacion que construyo las piramides de Giza? | A) Romana | B) Maya | C) Egipcia,C
54 Quien pinto La Gioconda? | A) Rafael | B) Leonardo da Vinci | C) Miguel Angel,B
55 Primer hombre en pisar la Luna? | A) Yuri Gagarin | B) Neil Armstrong | C) Buzz Aldrin,B
56 Quien pinto La Gioconda? | A) Leonardo da Vinci | B) Miguel Angel | C) Rafael,A
57 Rama de la ciencia que estudia los seres vivos? | A) Geologia | B) Fisica | C) Biologia,C
58 Organo que bombea la sangre? | A) Corazon | B) Higado | C) Pulmon,A
59 Kamehameha pertenece a? | A) One Piece | B) Dragon Ball | C) Naruto,B
60 Anio en que comenzo la Segunda Guerra Mundial? | A) 1939 | B) 1945 | C) 1914,A
61 Bebida tradicional de Argentina y Uruguay? | A) Cafe | B) Te | C) Mate,C
62 Proceso por el cual las plantas producen alimento? | A) Respiracion | B) Fotosintesis | C) Fermentacion,B
63 Trilogia famosa con un anillo y un mago? | A) Harry Potter | B) Narnia | C) El senor de los anillos,C
64 H2O es la formula de? | A) Agua | B) Peroxido | C) Oxigeno,A
65 Pais sede del Mundial FIFA 2014? | A) Brasil | B) Alemania | C) Sudafrica,A
66 Proceso por el cual las plantas producen alimento? | A) Fermentacion | B) Fotosintesis | C) Respiracion,B
67 Particula con carga negativa? | A) Electron | B) Neutron | C) Proton,A
68 Superficie principal de Roland Garros? | A) Cesped | B) Arcilla | C) Dura,B
69 Lengua con mas hablantes nativos? | A) Ingles | B) Chino mandarin | C) Espanol,B
70 Anio en que comenzo la Segunda Guerra Mundial? | A) 1939 | B) 1914 | C) 1945,A
71 Lengua con mas hablantes nativos? | A) Chino mandarin | B) Ingles | C) Espanol,A
72 Primera mujer en ganar un Premio Nobel? | A) Marie Curie | B) Ada Lovelace | C) Rosalind Franklin,A
73 Metal mas ligero? | A) Litio | B) Aluminio | C) Magnesio,A
74 Unidad SI de fuerza? | A) Pascal | B) Newton | C) Joule,B
75 Gol en tenis se llama? | A) Punto | B) Canasta | C) Gol,A
76 H2O es la formula de? | A) Peroxido | B) Oxigeno | C) Agua,C
77 Torneo mas importante de clubes en Europa? | A) Conference League | B) Liga de Campeones | C) Europa League,B
78 Torneo mas importante de clubes en Europa? | A) Conference League | B) Europa League | C) Liga de Campeones,C
79 Imperio de Julio Cesar? | A) Romano | B) Griego | C) Persa,A
80 Franquicia con Pokebolas? | A) Yo Kai Watch | B) Pokemon | C) Digimon,B
81 Instrumento de teclas y cuerdas? | A) Piano | B) Flauta | C) Guitarra,A
82 Cual es la capital de Japon? | A) Santiago | B) Tokio | C) Paris,B
83 Instrumento de teclas y cuerdas? | A) Flauta | B) Guitarra | C) Piano,C
84 Pais sede del Mundial FIFA 2014? | A) Sudafrica | B) Alemania | C) Brasil,C
85 Planeta conocido como el planeta rojo? | A) Marte | B) Jupiter | C) Mercurio,A
86 Civilizacion que construyo las piramides de Giza? | A) Romana | B) Egipcia | C) Maya,B
87 Particula con carga negativa? | A) Proton | B) Neutron | C) Electron,C
88 Lengua con mas hablantes nativos? | A) Espanol | B) Ingles | C) Chino mandarin,C
89 Cristiano Ronaldo es originario de? | A) Portugal | B) Espana | C) Brasil,A
90 Serie con dragones y un trono? | A) The Witcher | B) Game of Thrones | C) Vikings,B
91 Bebida tradicional de Argentina y Uruguay? | A) Mate | B) Cafe | C) Te,A
92 Unidad SI de fuerza? | A) Pascal | B) Newton | C) Joule,B
93 Que vitamina se obtiene del sol? | A) Vitamina C | B) Vitamina B12 | C) Vitamina D,C
94 Boya de colores en el mar indica? | A) Surf | B) Senalizacion | C) Pesca,B
95 Organo que bombea la sangre? | A) Higado | B) Corazon | C) Pulmon,B
96 Pintor del Guernica? | A) Joan Miro | B) Pablo Picasso | C) Salvador Dali,B
97 Pintor del Guernica? | A) Pablo Picasso | B) Salvador Dali | C) Joan Miro,A
98 Proceso por el cual las plantas producen alimento? | A) Respiracion | B) Fermentacion | C) Fotosintesis,C
99 Gas mas abundante del aire? | A) Dioxido de carbono | B) Nitrogeno | C) Oxigeno,B
100 Trilogia famosa con un anillo y un mago? | A) El senor de los anillos | B) Harry Potter | C) Narnia,A
101 Organo que bombea la sangre? | A) Pulmon | B) Higado | C) Corazon,C
102 Principal satelite natural de la Tierra? | A) La Luna | B) Titan | C) Fobos,A
103 Civilizacion que construyo las piramides de Giza? | A) Romana | B) Maya | C) Egipcia,C
104 Serie con dragones y un trono? | A) The Witcher | B) Game of Thrones | C) Vikings,B
105 Animal conocido como el rey de la selva? | A) Pantera | B) Tigre | C) Leon,C
106 Cuantos anillos olimpicos hay? | A) 4 | B) 6 | C) 5,C
107 Estacion posterior a la primavera en el hemisferio sur? | A) Verano | B) Otono | C) Invierno,C
108 Metal mas ligero? | A) Magnesio | B) Litio | C) Aluminio,B
109 Cristiano Ronaldo es originario de? | A) Espana | B) Brasil | C) Portugal,C
110 Lengua con mas hablantes nativos? | A) Espanol | B) Ingles | C) Chino mandarin,C
111 Barco que se hundio en 1912? | A) Britannic | B) Titanic | C) Lusitania,B
112 Pintor del Guernica? | A) Joan Miro | B) Salvador Dali | C) Pablo Picasso,C
113 Principal satelite natural de la Tierra? | A) La Luna | B) Fobos | C) Titan,A
114 Torneo mas importante de clubes en Europa? | A) Liga de Campeones | B) Europa League | C) Conference League,A
115 Anio en que comenzo la Segunda Guerra Mundial? | A) 1939 | B) 1945 | C) 1914,A
116 Organo que bombea la sangre? | A) Pulmon | B) Corazon | C) Higado,B
117 Lengua con mas hablantes nativos? | A) Ingles | B) Espanol | C) Chino mandarin,C
118 Proceso por el cual las plantas producen alimento? | A) Fermentacion | B) Respiracion | C) Fotosintesis,C
119 Particula con carga negativa? | A) Neutron | B) Proton | C) Electron,C
120 Libertador de Chile? | A) Manuel Rodriguez | B) Jose de San Martin | C) Bernardo O Higgins,C
121 Lengua oficial de Brasil? | A) Ingles | B) Portugues | C) Espanol,B
122 Unidad SI de fuerza? | A) Newton | B) Pascal | C) Joule,A
123 Planeta conocido como el planeta rojo? | A) Mercurio | B) Marte | C) Jupiter,B
124 La NBA corresponde a? | A) Hockey | B) Beisbol | C) Baloncesto,C
125 Cordillera que cruza Chile? | A) Alpes | B) Himalaya | C) Andes,C
126 Lider de la independencia de la India con no violencia? | A) Nehru | B) Jinnah | C) Gandhi,C
127 Artista del album Thriller? | A) Madonna | B) Prince | C) Michael Jackson,C
128 Libertador de Chile? | A) Jose de San Martin | B) Manuel Rodriguez | C) Bernardo O Higgins,C
129 Civilizacion que construyo las piramides de Giza? | A) Egipcia | B) Romana | C) Maya,A
130 Proceso por el cual las plantas producen alimento? | A) Fotosintesis | B) Fermentacion | C) Respiracion,A
131 Superficie principal de Roland Garros? | A) Cesped | B) Dura | C) Arcilla,C
132 Cuantos anillos olimpicos hay? | A) 5 | B) 4 | C) 6,A
133 Messi gano el Mundial con Argentina en? | A) 2022 | B) 2014 | C) 2018,A
134 Primera mujer en ganar un Premio Nobel? | A) Rosalind Franklin | B) Marie Curie | C) Ada Lovelace,B
135 Serie con dragones y un trono? | A) The Witcher | B) Vikings | C) Game of Thrones,C
136 Deporte principal de Michael Jordan? | A) Futbol americano | B) Beisbol | C) Baloncesto,C
137 La NBA corresponde a? | A) Baloncesto | B) Beisbol | C) Hockey,A
138 Primer hombre en pisar la Luna? | A) Yuri Gagarin | B) Buzz Aldrin | C) Neil Armstrong,C
139 Compositor de Fur Elise? | A) Beethoven | B) Mozart | C) Bach,A
140 Anio en que comenzo la Segunda Guerra Mundial? | A) 1945 | B) 1939 | C) 1914,B
141 Que vitamina se obtiene del sol? | A) Vitamina B12 | B) Vitamina C | C) Vitamina D,C
142 Pais sede del Mundial FIFA 2014? | A) Alemania | B) Brasil | C) Sudafrica,B
143 Libertador de Chile? | A) Bernardo O Higgins | B) Manuel Rodriguez | C) Jose de San Martin,A
144 Franquicia con Pokebolas? | A) Pokemon | B) Digimon | C) Yo Kai Watch,A
145 Isla mas grande del mundo? | A) Borneo | B) Groenlandia | C) Madagascar,B
146 Unidad SI de fuerza? | A) Newton | B) Pascal | C) Joule,A
147 Planeta conocido como el planeta rojo? | A) Marte | B) Jupiter | C) Mercurio,A
148 Imperio de Julio Cesar? | A) Persa | B) Griego | C) Romano,C
149 Planeta conocido como el planeta rojo? | A) Mercurio | B) Jupiter | C) Marte,C
150 Franquicia con Pokebolas? | A) Pokemon | B) Yo Kai Watch | C) Digimon,A
151 Bebida tradicional de Argentina y Uruguay? | A) Te | B) Mate | C) Cafe,B
152 Rama de la ciencia que estudia los seres vivos? | A) Geologia | B) Biologia | C) Fisica,B
153 Rama de la ciencia que estudia los seres vivos? | A) Geologia | B) Biologia | C) Fisica,B
154 Gol en tenis se llama? | A) Punto | B) Canasta | C) Gol,A
155 Particula con carga negativa? | A) Proton | B) Electron | C) Neutron,B
156 Cual es la capital de Chile? | A) Santiago | B) Oslo | C) Nueva Delhi,A
157 Deporte principal de Michael Jordan? | A) Futbol americano | B) Baloncesto | C) Beisbol,B
158 Animal conocido como el rey de la selva? | A) Tigre | B) Pantera | C) Leon,C
159 Anio en que comenzo la Segunda Guerra Mundial? | A) 1939 | B) 1945 | C) 1914,A
160 Rama de la ciencia que estudia los seres vivos? | A) Geologia | B) Fisica | C) Biologia,C
161 Anio en que comenzo la Segunda Guerra Mundial? | A) 1914 | B) 1945 | C) 1939,C
162 Serie con dragones y un trono? | A) Game of Thrones | B) The Witcher | C) Vikings,A
163 Organo que bombea la sangre? | A) Corazon | B) Pulmon | C) Higado,A
164 Quien pinto La Gioconda? | A) Leonardo da Vinci | B) Rafael | C) Miguel Angel,A
165 Tejido donde ocurre el intercambio de gases? | A) Rinones | B) Higado | C) Pulmones,C
166 Messi gano el Mundial con Argentina en? | A) 2022 | B) 2018 | C) 2014,A
167 Boya de colores en el mar indica? | A) Surf | B) Pesca | C) Senalizacion,C
168 Gol en tenis se llama? | A) Canasta | B) Gol | C) Punto,C
169 Franquicia con Pokebolas? | A) Pokemon | B) Digimon | C) Yo Kai Watch,A
170 Pais de nacimiento de Simon Bolivar? | A) Venezuela | B) Colombia | C) Peru,A
171 La NBA corresponde a? | A) Hockey | B) Beisbol | C) Baloncesto,C
172 Messi gano el Mundial con Argentina en? | A) 2018 | B) 2014 | C) 2022,C
173 Quien pinto La Gioconda? | A) Rafael | B) Leonardo da Vinci | C) Miguel Angel,B
174 Civilizacion que construyo las piramides de Giza? | A) Egipcia | B) Romana | C) Maya,A
175 Cuantos jugadores por equipo en futbol en cancha? | A) 10 | B) 12 | C) 11,C
176 Rama de la ciencia que estudia los seres vivos? | A) Geologia | B) Fisica | C) Biologia,C
177 Cuantos jugadores por equipo en futbol en cancha? | A) 12 | B) 11 | C) 10,B
178 Barco que se hundio en 1912? | A) Britannic | B) Lusitania | C) Titanic,C
179 Organo que bombea la sangre? | A) Higado | B) Pulmon | C) Corazon,C
180 Anio en que comenzo la Segunda Guerra Mundial? | A) 1945 | B) 1914 | C) 1939,C
181 Barco que se hundio en 1912? | A) Titanic | B) Lusitania | C) Britannic,A
182 Tejido donde ocurre el intercambio de gases? | A) Rinones | B) Higado | C) Pulmones,C
183 Cuantos jugadores por equipo en futbol en cancha? | A) 10 | B) 12 | C) 11,C
184 Pintor del Guernica? | A) Salvador Dali | B) Pablo Picasso | C) Joan Miro,B
185 Lider de la independencia de la India con no violencia? | A) Nehru | B) Jinnah | C) Gandhi,C
186 Pais sede del Mundial FIFA 2014? | A) Brasil | B) Alemania | C) Sudafrica,A
187 Lider de la independencia de la India con no violencia? | A) Jinnah | B) Nehru | C) Gandhi,C
188 H2O es la formula de? | A) Peroxido | B) Agua | C) Oxigeno,B
189 Lengua oficial de Brasil? | A) Ingles | B) Portugues | C) Espanol,B
190 Lengua oficial de Brasil? | A) Ingles | B) Espanol | C) Portugues,C
191 Anio en que comenzo la Segunda Guerra Mundial? | A) 1939 | B) 1914 | C) 1945,A
192 Lider de la independencia de la India con no violencia? | A) Gandhi | B) Jinnah | C) Nehru,A
193 Trilogia famosa con un anillo y un mago? | A) Narnia | B) Harry Potter | C) El senor de los anillos,C
194 H2O es la formula de? | A) Oxigeno | B) Peroxido | C) Agua,C
195 Primera mujer en ganar un Premio Nobel? | A) Marie Curie | B) Ada Lovelace | C) Rosalind Franklin,A
196 Tejido donde ocurre el intercambio de gases? | A) Pulmones | B) Rinones | C) Higado,A
197 Artista del album Thriller? | A) Madonna | B) Prince | C) Michael Jackson,C
198 Libertador de Chile? | A) Manuel Rodriguez | B) Jose de San Martin | C) Bernardo O Higgins,C
199 Rama de la ciencia que estudia los seres vivos? | A) Fisica | B) Biologia | C) Geologia,B
200 Anio en que comenzo la Segunda Guerra Mundial? | A) 1945 | B) 1939 | C) 1914,B
201 Cuantos anillos olimpicos hay? | A) 4 | B) 5 | C) 6,B
202 Que vitamina se obtiene del sol? | A) Vitamina B12 | B) Vitamina C | C) Vitamina D,C
203 Compositor de Fur Elise? | A) Mozart | B) Bach | C) Beethoven,C
204 Lengua oficial de Brasil? | A) Portugues | B) Espanol | C) Ingles,A
205 Cuantos jugadores por equipo en futbol en cancha? | A) 11 | B) 10 | C) 12,A
206 Lengua con mas hablantes nativos? | A) Ingles | B) Espanol | C) Chino mandarin,C
207 Kamehameha pertenece a? | A) Naruto | B) Dragon Ball | C) One Piece,B
208 Compositor de Fur Elise? | A) Bach | B) Mozart | C) Beethoven,C
209 H2O es la formula de? | A) Agua | B) Oxigeno | C) Peroxido,A
210 Deporte principal de Michael Jordan? | A) Baloncesto | B) Beisbol | C) Futbol americano,A
211 Animal conocido como el rey de la selva? | A) Pantera | B) Tigre | C) Leon,C
212 Primer hombre en pisar la Luna? | A) Yuri Gagarin | B) Neil Armstrong | C) Buzz Aldrin,B
213 Torneo mas importante de clubes en Europa? | A) Conference League | B) Liga de Campeones | C) Europa League,B
214 Primer hombre en pisar la Luna? | A) Neil Armstrong | B) Buzz Aldrin | C) Yuri Gagarin,A
215 Compositor de Fur Elise? | A) Beethoven | B) Bach | C) Mozart,A
216 Deporte principal de Michael Jordan? | A) Baloncesto | B) Futbol americano | C) Beisbol,A
217 Color que resulta de mezclar azul y amarillo? | A) Violeta | B) Verde | C) Naranja,B
218 Torneo mas importante de clubes en Europa? | A) Liga de Campeones | B) Europa League | C) Conference League,A
219 Unidad SI de fuerza? | A) Joule | B) Pascal | C) Newton,C
220 Franquicia con Pokebolas? | A) Digimon | B) Pokemon | C) Yo Kai Watch,B
221 Anio en que comenzo la Segunda Guerra Mundial? | A) 1939 | B) 1914 | C) 1945,A
222 Tejido donde ocurre el intercambio de gases? | A) Rinones | B) Pulmones | C) Higado,B
223 La NBA corresponde a? | A) Baloncesto | B) Beisbol | C) Hockey,A
224 Libertador de Chile? | A) Bernardo O Higgins | B) Jose de San Martin | C) Manuel Rodriguez,A
225 Superficie principal de Roland Garros? | A) Cesped | B) Arcilla | C) Dura,B
226 Messi gano el Mundial con Argentina en? | A) 2014 | B) 2022 | C) 2018,B
227 Anio en que comenzo la Segunda Guerra Mundial? | A) 1939 | B) 1945 | C) 1914,A
228 Tejido donde ocurre el intercambio de gases? | A) Rinones | B) Higado | C) Pulmones,C
229 Trilogia famosa con un anillo y un mago? | A) Narnia | B) Harry Potter | C) El senor de los anillos,C
230 Cual es la capital de Noruega? | A) Quito | B) Bruselas | C) Oslo,C
231 Compositor de Fur Elise? | A) Mozart | B) Beethoven | C) Bach,B
232 Planeta conocido como el planeta rojo? | A) Marte | B) Jupiter | C) Mercurio,A
233 Instrumento de teclas y cuerdas? | A) Guitarra | B) Flauta | C) Piano,C
234 Cuantos anillos olimpicos hay? | A) 4 | B) 6 | C) 5,C
235 Continente de Egipto? | A) Asia | B) Africa | C) Europa,B
236 Franquicia con Pokebolas? | A) Pokemon | B) Digimon | C) Yo Kai Watch,A
237 Quien pinto La Gioconda? | A) Leonardo da Vinci | B) Miguel Angel | C) Rafael,A
238 Estudio de Toy Story? | A) DreamWorks | B) Pixar | C) Illumination,B
239 Tejido donde ocurre el intercambio de gases? | A) Pulmones | B) Higado | C) Rinones,A
240 Cuantos anillos olimpicos hay? | A) 6 | B) 4 | C) 5,C
241 Autor de Cien anios de soledad? | A) Julio Cortazar | B) Gabriel Garcia Marquez | C) Mario Vargas Llosa,B
242 Bebida tradicional de Argentina y Uruguay? | A) Mate | B) Cafe | C) Te,A
243 Cuantos anillos olimpicos hay? | A) 6 | B) 5 | C) 4,B
244 Civilizacion que construyo las piramides de Giza? | A) Romana | B) Egipcia | C) Maya,B
245 Artista del album Thriller? | A) Michael Jackson | B) Prince | C) Madonna,A
246 Estacion posterior a la primavera en el hemisferio sur? | A) Invierno | B) Otono | C) Verano,A
247 Principal satelite natural de la Tierra? | A) Titan | B) Fobos | C) La Luna,C
248 Barco que se hundio en 1912? | A) Lusitania | B) Titanic | C) Britannic,B
249 Particula con carga negativa? | A) Electron | B) Neutron | C) Proton,A
250 Artista del album Thriller? | A) Michael Jackson | B) Madonna | C) Prince,A
251 Planeta conocido como el planeta rojo? | A) Mercurio | B) Marte | C) Jupiter,B
252 Cuantos jugadores por equipo en futbol en cancha? | A) 11 | B) 10 | C) 12,A
253 Color que resulta de mezclar azul y amarillo? | A) Violeta | B) Verde | C) Naranja,B
254 Tejido donde ocurre el intercambio de gases? | A) Rinones | B) Pulmones | C) Higado,B
255 Lengua con mas hablantes nativos? | A) Espanol | B) Ingles | C) Chino mandarin,C
256 Planeta conocido como el planeta rojo? | A) Mercurio | B) Marte | C) Jupiter,B
257 H2O es la formula de? | A) Oxigeno | B) Agua | C) Peroxido,B
258 Autor de Cien anios de soledad? | A) Julio Cortazar | B) Mario Vargas Llosa | C) Gabriel Garcia Marquez,C
259 Artista del album Thriller? | A) Madonna | B) Prince | C) Michael Jackson,C
260 Kamehameha pertenece a? | A) Naruto | B) One Piece | C) Dragon Ball,C
261 Bebida tradicional de Argentina y Uruguay? | A) Cafe | B) Mate | C) Te,B
262 Cristiano Ronaldo es originario de? | A) Espana | B) Brasil | C) Portugal,C
263 Metal mas ligero? | A) Aluminio | B) Litio | C) Magnesio,B
264 Principal satelite natural de la Tierra? | A) Fobos | B) La Luna | C) Titan,B
265 Cuantos anillos olimpicos hay? | A) 6 | B) 4 | C) 5,C
266 Autor de Cien anios de soledad? | A) Gabriel Garcia Marquez | B) Mario Vargas Llosa | C) Julio Cortazar,A
267 Compositor de Fur Elise? | A) Beethoven | B) Mozart | C) Bach,A
268 Torneo mas importante de clubes en Europa? | A) Liga de Campeones | B) Conference League | C) Europa League,A
269 Superficie principal de Roland Garros? | A) Cesped | B) Arcilla | C) Dura,B
270 Proceso por el cual las plantas producen alimento? | A) Fermentacion | B) Respiracion | C) Fotosintesis,C
271 Lengua oficial de Brasil? | A) Espanol | B) Ingles | C) Portugues,C
272 Planta que produce algodon? | A) Trigo | B) Maiz | C) Algodonero,C
273 La NBA corresponde a? | A) Baloncesto | B) Beisbol | C) Hockey,A
274 Pintor del Guernica? | A) Salvador Dali | B) Joan Miro | C) Pablo Picasso,C
275 Bebida tradicional de Argentina y Uruguay? | A) Mate | B) Cafe | C) Te,A
276 Pais de nacimiento de Simon Bolivar? | A) Colombia | B) Venezuela | C) Peru,B
277 Gol en tenis se llama? | A) Punto | B) Gol | C) Canasta,A
278 Lengua oficial de Brasil? | A) Ingles | B) Portugues | C) Espanol,B
279 Imperio de Julio Cesar? | A) Romano | B) Persa | C) Griego,A
280 Trilogia famosa con un anillo y un mago? | A) El senor de los anillos | B) Narnia | C) Harry Potter,A
281 Autor de Cien anios de soledad? | A) Julio Cortazar | B) Mario Vargas Llosa | C) Gabriel Garcia Marquez,C
282 Estacion posterior a la primavera en el hemisferio sur? | A) Verano | B) Invierno | C) Otono,B
283 Planeta conocido como el planeta rojo? | A) Jupiter | B) Marte | C) Mercurio,B
284 Messi gano el Mundial con Argentina en? | A) 2018 | B) 2014 | C) 2022,C
285 Franquicia con Pokebolas? | A) Pokemon | B) Digimon | C) Yo Kai Watch,A
286 Proceso por el cual las plantas producen alimento? | A) Fermentacion | B) Respiracion | C) Fotosintesis,C
287 Superficie principal de Roland Garros? | A) Dura | B) Cesped | C) Arcilla,C
288 Lider de la independencia de la India con no violencia? | A) Nehru | B) Jinnah | C) Gandhi,C
289 Tejido donde ocurre el intercambio de gases? | A) Higado | B) Rinones | C) Pulmones,C
290 Metal mas ligero? | A) Aluminio | B) Litio | C) Magnesio,B
291 La NBA corresponde a? | A) Hockey | B) Baloncesto | C) Beisbol,B
292 Primera mujer en ganar un Premio Nobel? | A) Ada Lovelace | B) Rosalind Franklin | C) Marie Curie,C
293 Anio en que comenzo la Segunda Guerra Mundial? | A) 1939 | B) 1945 | C) 1914,A
294 Principal satelite natural de la Tierra? | A) La Luna | B) Titan | C) Fobos,A
295 Barco que se hundio en 1912? | A) Lusitania | B) Titanic | C) Britannic,B
296 Franquicia con Pokebolas? | A) Digimon | B) Pokemon | C) Yo Kai Watch,B
297 Primer hombre en pisar la Luna? | A) Buzz Aldrin | B) Neil Armstrong | C) Yuri Gagarin,B
298 Proceso por el cual las plantas producen alimento? | A) Fotosintesis | B) Respiracion | C) Fermentacion,A
299 Color que resulta de mezclar azul y amarillo? | A) Naranja | B) Verde | C) Violeta,B
300 Superficie principal de Roland Garros? | A) Cesped | B) Arcilla | C) Dura,B
301 Particula con carga negativa? | A) Electron | B) Neutron | C) Proton,A
302 Particula con carga negativa? | A) Electron | B) Proton | C) Neutron,A
303 Organo que bombea la sangre? | A) Higado | B) Corazon | C) Pulmon,B
304 Lider de la independencia de la India con no violencia? | A) Gandhi | B) Jinnah | C) Nehru,A
305 Primera mujer en ganar un Premio Nobel? | A) Rosalind Franklin | B) Ada Lovelace | C) Marie Curie,C
306 Libertador de Chile? | A) Jose de San Martin | B) Manuel Rodriguez | C) Bernardo O Higgins,C
307 Principal satelite natural de la Tierra? | A) Fobos | B) La Luna | C) Titan,B
308 Gas mas abundante del aire? | A) Dioxido de carbono | B) Oxigeno | C) Nitrogeno,C
309 Pintor del Guernica? | A) Joan Miro | B) Salvador Dali | C) Pablo Picasso,C
310 Libertador de Chile? | A) Jose de San Martin | B) Manuel Rodriguez | C) Bernardo O Higgins,C
311 Cuantos anillos olimpicos hay? | A) 4 | B) 6 | C) 5,C
312 Primer hombre en pisar la Luna? | A) Neil Armstrong | B) Yuri Gagarin | C) Buzz Aldrin,A
313 Instrumento de teclas y cuerdas? | A) Guitarra | B) Flauta | C) Piano,C
314 Barco que se hundio en 1912? | A) Lusitania | B) Britannic | C) Titanic,C
315 Pais sede del Mundial FIFA 2014? | A) Brasil | B) Alemania | C) Sudafrica,A
316 Anio en que comenzo la Segunda Guerra Mundial? | A) 1945 | B) 1914 | C) 1939,C
317 Pintor del Guernica? | A) Joan Miro | B) Pablo Picasso | C) Salvador Dali,B
318 Pais de nacimiento de Simon Bolivar? | A) Peru | B) Venezuela | C) Colombia,B
319 Autor de Cien anios de soledad? | A) Julio Cortazar | B) Gabriel Garcia Marquez | C) Mario Vargas Llosa,B
320 Pintor del Guernica? | A) Pablo Picasso | B) Joan Miro | C) Salvador Dali,A
321 Anio en que comenzo la Segunda Guerra Mundial? | A) 1914 | B) 1945 | C) 1939,C
322 Imperio de Julio Cesar? | A) Persa | B) Romano | C) Griego,B
