59 Repito lo que dices sin boca ni oidos que soy,El eco
60 Soy delgada y pincho sin ver que soy,La aguja
61 Seco tu cuerpo y me empapo que soy,La toalla
62 Llega despues y nunca ahora que es,El manana
63 Tengo muchas llaves y no abro puertas que soy,Un piano
64 Tengo muchas llaves y no abro puertas que soy,Un piano
65 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
66 En papel hay montanas sin tierra que soy,Un mapa
67 Rojo ardiente me alimenta el aire que soy,El fuego
68 Aumenta contigo y no retrocede que es,La edad
69 Floto en el cielo y traigo lluvia que soy,Las nubes
70 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
71 Sin pulmones respiro y sin vida crezco que soy,El fuego
72 Doy sombra madera y frutos que soy,Un arbol
73 Peino cabellos sin morder que soy,Un peine
74 Floto en el cielo y traigo lluvia que soy,Las nubes
75 En papel hay montanas sin tierra que soy,Un mapa
76 Me rompes si pronuncias mi nombre que soy,El silencio
77 Viajo en cartas pegado a una esquina que soy,Un sello
78 Se dice y se puede quebrar que es,Una promesa
79 Sube cada anio y no baja que es,La edad
80 Repito lo que dices sin boca ni oidos que soy,El eco
81 Se rompe sin tocarse que es,Una promesa
82 Tengo lengua y no hablo camino sin pies que soy,El zapato
83 Nazco con la luz y muero en la oscuridad que soy,La sombra
84 En papel hay montanas sin tierra que soy,Un mapa
85 Tengo orejas y no oigo que soy,El maiz
86 Floto en el cielo y traigo lluvia que soy,Las nubes
87 Sin pulmones respiro y sin vida crezco que soy,El fuego
88 En papel hay montanas sin tierra que soy,Un mapa
89 Seco tu cuerpo y me empapo que soy,La toalla
90 Vivo en cuevas y repito tu voz que soy,El eco
91 Tengo lengua y no hablo camino sin pies que soy,El zapato
92 Voy por el suelo con cordones que soy,El zapato
93 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
94 Viajo por el mundo y me quedo en la esquina que soy,Un sello
95 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
96 Viajo en cartas pegado a una esquina que soy,Un sello
97 Llega despues y nunca ahora que es,El manana
98 Corre sin piernas y tiene boca que no habla que es,Un rio
99 Sube cada anio y no baja que es,La edad
100 Seco tu cuerpo y me empapo que soy,La toalla
101 Estoy seca te seco y me mojo que soy,La toalla
102 Vivo en cuevas y repito tu voz que soy,El eco
103 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
104 Soy vacio y crezco cuando me sacan que soy,Un agujero
105 Sin pulmones respiro y sin vida crezco que soy,El fuego
106 Hago musica y tengo teclas que soy,Un piano
107 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
108 Soy delgada y pincho sin ver que soy,La aguja
109 Aumenta contigo y no retrocede que es,La edad
110 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
111 En la milpa hay muchas orejas que soy,El maiz
112 Tengo dientes sin hambre que soy,Un peine
113 Tengo muchas llaves y no abro puertas que soy,Un piano
114 Tengo anillos en el tronco y no joyas que soy,Un arbol
115 Peino cabellos sin morder que soy,Un peine
116 Estoy seca te seco y me mojo que soy,La toalla
117 Nazco con la luz y muero en la oscuridad que soy,La sombra
118 Me rompes si pronuncias mi nombre que soy,El silencio
119 Siempre viene pero nunca es hoy que es,El manana
120 Tengo anillos en el tronco y no joyas que soy,Un arbol
121 Se dice y se puede quebrar que es,Una promesa
122 Tengo anillos en el tronco y no joyas que soy,Un arbol
123 Me sigues sin tocarme cruzo agua sin mojarme que soy,La sombra
124 Corro sin piernas y muero en el mar que soy,Un rio
125 Tengo orejas y no oigo que soy,El maiz
126 Sin pulmones respiro y sin vida crezco que soy,El fuego
127 Llega despues y nunca ahora que es,El manana
128 Seco tu cuerpo y me empapo que soy,La toalla
129 Sin pulmones respiro y sin vida crezco que soy,El fuego
130 Hago musica y tengo teclas que soy,Un piano
131 Tengo muchas llaves y no abro puertas que soy,Un piano
132 Vivo en cuevas y repito tu voz que soy,El eco
133 Estoy seca te seco y me mojo que soy,La toalla
134 Siempre viene pero nunca es hoy que es,El manana
135 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
136 Nazco en montanas y voy al oceano que soy,Un rio
137 Tengo lengua y no hablo camino sin pies que soy,El zapato
138 Repito lo que dices sin boca ni oidos que soy,El eco
139 Llega despues y nunca ahora que es,El manana
140 Se dice y se puede quebrar que es,Una promesa
141 Soy delgada y pincho sin ver que soy,La aguja
142 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
143 Desaparezco cuando hablas que soy,El silencio
144 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
145 Me sigues sin tocarme cruzo agua sin mojarme que soy,La sombra
146 Vivo en cuevas y repito tu voz que soy,El eco
147 Aumenta contigo y no retrocede que es,La edad
148 Llega despues y nunca ahora que es,El manana
149 Siempre viene pero nunca es hoy que es,El manana
150 Se dice y se puede quebrar que es,Una promesa
151 Tengo un ojo que no mira que soy,La aguja
152 En la milpa hay muchas orejas que soy,El maiz
153 Tengo dientes sin hambre que soy,Un peine
154 Corro sin piernas y muero en el mar que soy,Un rio
155 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
156 Sin pulmones respiro y sin vida crezco que soy,El fuego
157 Estoy seca te seco y me mojo que soy,La toalla
158 Se dice y se puede quebrar que es,Una promesa
159 Voy por el suelo con cordones que soy,El zapato
160 Viajo en cartas pegado a una esquina que soy,Un sello
161 Nazco con la luz y muero en la oscuridad que soy,La sombra
162 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
163 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
164 Llega despues y nunca ahora que es,El manana
165 Hago musica y tengo teclas que soy,Un piano
166 En la milpa hay muchas orejas que soy,El maiz
167 Estoy seca te seco y me mojo que soy,La toalla
168 Doy sombra madera y frutos que soy,Un arbol
169 Me rompes si pronuncias mi nombre que soy,El silencio
170 Seco tu cuerpo y me empapo que soy,La toalla
171 Soy vacio y crezco cuando me sacan que soy,Un agujero
172 Peino cabellos sin morder que soy,Un peine
173 En la milpa hay muchas orejas que soy,El maiz
174 Seco tu cuerpo y me empapo que soy,La toalla
175 En papel hay montanas sin tierra que soy,Un mapa
176 Rojo ardiente me alimenta el aire que soy,El fuego
177 Tengo anillos en el tronco y no joyas que soy,Un arbol
178 Seco tu cuerpo y me empapo que soy,La toalla
179 Tengo orejas y no oigo que soy,El maiz
180 Sube cada anio y no baja que es,La edad
181 Se dice y se puede quebrar que es,Una promesa
182 Seco tu cuerpo y me empapo que soy,La toalla
183 Tengo dientes sin hambre que soy,Un peine
184 Doy sombra madera y frutos que soy,Un arbol
185 Tengo dientes sin hambre que soy,Un peine
186 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
187 Seco tu cuerpo y me empapo que soy,La toalla
188 Repito lo que dices sin boca ni oidos que soy,El eco
189 Floto en el cielo y traigo lluvia que soy,Las nubes
190 Aumenta contigo y no retrocede que es,La edad
191 Tengo dientes sin hambre que soy,Un peine
192 En la milpa hay muchas orejas que soy,El maiz
193 Tengo muchas llaves y no abro puertas que soy,Un piano
194 Tengo un ojo que no mira que soy,La aguja
195 De vidrio o plastico con cuello que soy,La botella
196 En la milpa hay muchas orejas que soy,El maiz
197 Floto en el cielo y traigo lluvia que soy,Las nubes
198 Vuelo sin alas lloro sin ojos dime que soy,Las nubes
199 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
200 Aumenta contigo y no retrocede que es,La edad
201 Tengo anillos en el tronco y no joyas que soy,Un arbol
202 Se moja mientras te seca que es,La toalla
203 Tengo anillos en el tronco y no joyas que soy,Un arbol
204 En la milpa hay muchas orejas que soy,El maiz
205 Se dice y se puede quebrar que es,Una promesa
206 Vivo en cuevas y repito tu voz que soy,El eco
207 Me sigues sin tocarme cruzo agua sin mojarme que soy,La sombra
208 Corro sin piernas y muero en el mar que soy,Un rio
209 En papel hay montanas sin tierra que soy,Un mapa
210 Peino cabellos sin morder que soy,Un peine
211 Soy delgada y pincho sin ver que soy,La aguja
212 Desaparezco cuando hablas que soy,El silencio
213 Soy delgada y pincho sin ver que soy,La aguja
214 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
215 Me rompes si pronuncias mi nombre que soy,El silencio
216 Me sigues sin tocarme cruzo agua sin mojarme que soy,La sombra
217 Siempre viene pero nunca es hoy que es,El manana
218 Sin pulmones respiro y sin vida crezco que soy,El fuego
219 Nazco en montanas y voy al oceano que soy,Un rio
220 Siempre viene pero nunca es hoy que es,El manana
221 Aumenta contigo y no retrocede que es,La edad
222 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
223 Repito lo que dices sin boca ni oidos que soy,El eco
224 Me rompes si pronuncias mi nombre que soy,El silencio
225 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
226 Soy delgada y pincho sin ver que soy,La aguja
227 Tengo un ojo que no mira que soy,La aguja
228 En papel hay montanas sin tierra que soy,Un mapa
229 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
230 Se rompe sin tocarse que es,Una promesa
231 Me rompes si pronuncias mi nombre que soy,El silencio
232 Aumenta contigo y no retrocede que es,La edad
233 Hago musica y tengo teclas que soy,Un piano
234 Tengo lengua y no hablo camino sin pies que soy,El zapato
235 Vuelo sin alas lloro sin ojos dime que soy,Las nubes
236 Tengo muchas llaves y no abro puertas que soy,Un piano
237 Se rompe sin tocarse que es,Una promesa
238 Sube cada anio y no baja que es,La edad
239 Seco tu cuerpo y me empapo que soy,La toalla
240 En papel hay montanas sin tierra que soy,Un mapa
241 Se dice y se puede quebrar que es,Una promesa
242 Corro sin piernas y muero en el mar que soy,Un rio
243 Me rompes si pronuncias mi nombre que soy,El silencio
244 Se rompe sin tocarse que es,Una promesa
245 Llega despues y nunca ahora que es,El manana
246 Nazco con la luz y muero en la oscuridad que soy,La sombra
247 De vidrio o plastico con cuello que soy,La botella
248 Tengo lengua y no hablo camino sin pies que soy,El zapato
249 Aumenta contigo y no retrocede que es,La edad
250 Nazco en montanas y voy al oceano que soy,Un rio
251 Tengo lengua y no hablo camino sin pies que soy,El zapato
252 Soy delgada y pincho sin ver que soy,La aguja
253 Rojo ardiente me alimenta el aire que soy,El fuego
254 Peino cabellos sin morder que soy,Un peine
255 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
256 Tengo lengua y no hablo camino sin pies que soy,El zapato
257 Me sigues sin tocarme cruzo agua sin mojarme que soy,La sombra
258 Viajo en cartas pegado a una esquina que soy,Un sello
259 Hago musica y tengo teclas que soy,Un piano
260 Aumenta contigo y no retrocede que es,La edad
261 Floto en el cielo y traigo lluvia que soy,Las nubes
262 Se dice y se puede quebrar que es,Una promesa
263 Vuelo sin alas lloro sin ojos dime que soy,Las nubes
264 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
265 Sin pulmones respiro y sin vida crezco que soy,El fuego
266 Hago musica y tengo teclas que soy,Un piano
267 Soy vacio y crezco cuando me sacan que soy,Un agujero
268 Floto en el cielo y traigo lluvia que soy,Las nubes
269 Nazco con la luz y muero en la oscuridad que soy,La sombra
270 Desaparezco cuando hablas que soy,El silencio
271 Tengo muchas llaves y no abro puertas que soy,Un piano
272 Desaparezco cuando hablas que soy,El silencio
273 Llega despues y nunca ahora que es,El manana
274 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
275 De vidrio o plastico con cuello que soy,La botella
276 Vivo en cuevas y repito tu voz que soy,El eco
277 Tengo anillos en el tronco y no joyas que soy,Un arbol
278 Soy delgada y pincho sin ver que soy,La aguja
279 Nazco con la luz y muero en la oscuridad que soy,La sombra
280 Hago musica y tengo teclas que soy,Un piano
281 Vivo en cuevas y repito tu voz que soy,El eco
282 Se rompe sin tocarse que es,Una promesa
283 De vidrio o plastico con cuello que soy,La botella
284 Me sigues sin tocarme cruzo agua sin mojarme que soy,La sombra
285 Llega despues y nunca ahora que es,El manana
286 Se rompe sin tocarse que es,Una promesa
287 Llega despues y nunca ahora que es,El manana
288 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
289 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
290 Soy delgada y pincho sin ver que soy,La aguja
291 Soy delgada y pincho sin ver que soy,La aguja
292 Tengo un ojo que no mira que soy,La aguja
293 Nazco con la luz y muero en la oscuridad que soy,La sombra
294 Hago musica y tengo teclas que soy,Un piano
295 Hago musica y tengo teclas que soy,Un piano
296 Tengo lengua y no hablo camino sin pies que soy,El zapato
297 Doy sombra madera y frutos que soy,Un arbol
298 Vivo en cuevas y repito tu voz que soy,El eco
299 Estoy seca te seco y me mojo que soy,La toalla
300 Siempre viene pero nunca es hoy que es,El manana
301 Me sigues sin tocarme cruzo agua sin mojarme que soy,La sombra
302 Seco tu cuerpo y me empapo que soy,La toalla
303 Tengo orejas y no oigo que soy,El maiz
304 Rojo ardiente me alimenta el aire que soy,El fuego
305 Nazco con la luz y muero en la oscuridad que soy,La sombra
306 Estoy seca te seco y me mojo que soy,La toalla
307 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
308 Tengo orejas y no oigo que soy,El maiz
309 Nazco en montanas y voy al oceano que soy,Un rio
310 Floto en el cielo y traigo lluvia que soy,Las nubes
311 Peino cabellos sin morder que soy,Un peine
312 Tengo dientes sin hambre que soy,Un peine
313 En la milpa hay muchas orejas que soy,El maiz
314 Tengo muchas llaves y no abro puertas que soy,Un piano
315 Rojo ardiente me alimenta el aire que soy,El fuego
316 Tengo muchas llaves y no abro puertas que soy,Un piano
317 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
318 Voy por el suelo con cordones que soy,El zapato
319 En papel hay montanas sin tierra que soy,Un mapa
320 Repito lo que dices sin boca ni oidos que soy,El eco
321 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
322 Viajo en cartas pegado a una esquina que soy,Un sello
323 Soy vacio y crezco cuando me sacan que soy,Un agujero
324 Voy por el suelo con cordones que soy,El zapato
325 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
326 Tengo dientes sin hambre que soy,Un peine
327 Estoy seca te seco y me mojo que soy,La toalla
328 Soy vacio y crezco cuando me sacan que soy,Un agujero
329 Sin pulmones respiro y sin vida crezco que soy,El fuego
330 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
331 De vidrio o plastico con cuello que soy,La botella
332 Peino cabellos sin morder que soy,Un peine
333 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
334 Nazco en montanas y voy al oceano que soy,Un rio
335 Seco tu cuerpo y me empapo que soy,La toalla
336 Sube cada anio y no baja que es,La edad
337 Nazco con la luz y muero en la oscuridad que soy,La sombra
338 Floto en el cielo y traigo lluvia que soy,Las nubes
339 Voy por el suelo con cordones que soy,El zapato
340 Llega despues y nunca ahora que es,El manana
341 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
342 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
343 Siempre viene pero nunca es hoy que es,El manana
344 Tengo muchas llaves y no abro puertas que soy,Un piano
345 Rojo ardiente me alimenta el aire que soy,El fuego
346 Aumenta contigo y no retrocede que es,La edad
347 Se rompe sin tocarse que es,Una promesa
348 Doy sombra madera y frutos que soy,Un arbol
349 Estoy seca te seco y me mojo que soy,La toalla
350 Estoy seca te seco y me mojo que soy,La toalla
351 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
352 Repito lo que dices sin boca ni oidos que soy,El eco
353 Aumenta contigo y no retrocede que es,La edad
354 Tengo orejas y no oigo que soy,El maiz
355 Tengo lengua y no hablo camino sin pies que soy,El zapato
356 Se rompe sin tocarse que es,Una promesa
357 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
358 Doy sombra madera y frutos que soy,Un arbol
359 Voy por el suelo con cordones que soy,El zapato
360 Se rompe sin tocarse que es,Una promesa
361 Nazco con la luz y muero en la oscuridad que soy,La sombra
362 Tengo ciudades pero no edificios rios pero no agua que soy,Un mapa
363 Seco tu cuerpo y me empapo que soy,La toalla
364 Rojo ardiente me alimenta el aire que soy,El fuego
365 Tengo muchas llaves y no abro puertas que soy,Un piano
366 Hago musica y tengo teclas que soy,Un piano
367 En papel hay montanas sin tierra que soy,Un mapa
368 Floto en el cielo y traigo lluvia que soy,Las nubes
369 Corro sin piernas y muero en el mar que soy,Un rio
370 Me rompes si pronuncias mi nombre que soy,El silencio
371 Rojo ardiente me alimenta el aire que soy,El fuego
372 Soy delgada y pincho sin ver que soy,La aguja
373 Viajo en cartas pegado a una esquina que soy,Un sello
374 Hago musica y tengo teclas que soy,Un piano
375 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
376 Hago musica y tengo teclas que soy,Un piano
377 Tengo lengua y no hablo camino sin pies que soy,El zapato
378 Tengo lengua y no hablo camino sin pies que soy,El zapato
379 Se rompe sin tocarse que es,Una promesa
380 Soy vacio y crezco cuando me sacan que soy,Un agujero
381 Tengo anillos en el tronco y no joyas que soy,Un arbol
382 Peino cabellos sin morder que soy,Un peine
383 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
384 Se rompe sin tocarse que es,Una promesa
385 Tengo lengua y no hablo camino sin pies que soy,El zapato
386 Soy delgada y pincho sin ver que soy,La aguja
387 Corro sin piernas y muero en el mar que soy,Un rio
388 Tengo lengua y no hablo camino sin pies que soy,El zapato
389 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
390 Seco tu cuerpo y me empapo que soy,La toalla
391 Repito lo que dices sin boca ni oidos que soy,El eco
392 Tengo anillos en el tronco y no joyas que soy,Un arbol
393 Se rompe sin tocarse que es,Una promesa
394 De vidrio o plastico con cuello que soy,La botella
395 Soy vacio y crezco cuando me sacan que soy,Un agujero
396 Sube cada anio y no baja que es,La edad
397 Corro sin piernas y muero en el mar que soy,Un rio
398 Tengo un ojo que no mira que soy,La aguja
399 Estoy seca te seco y me mojo que soy,La toalla
400 Llega despues y nunca ahora que es,El manana
401 Se rompe sin tocarse que es,Una promesa
402 Sin estar vivo crezco y sin pulmones respiro que soy,El fuego
403 Corro sin piernas y muero en el mar que soy,Un rio
404 Floto en el cielo y traigo lluvia que soy,Las nubes
405 Soy vacio y crezco cuando me sacan que soy,Un agujero
406 Viajo en cartas pegado a una esquina que soy,Un sello
407 Tengo anillos en el tronco y no joyas que soy,Un arbol
408 Voy por el suelo con cordones que soy,El zapato
409 En la milpa hay muchas orejas que soy,El maiz
410 Seco tu cuerpo y me empapo que soy,La toalla
411 Corro sin piernas y muero en el mar que soy,Un rio
412 Tengo un ojo que no mira que soy,La aguja
413 Se dice y se puede quebrar que es,Una promesa
414 Floto en el cielo y traigo lluvia que soy,Las nubes
415 Tengo un ojo que no mira que soy,La aguja
416 Viajo en cartas pegado a una esquina que soy,Un sello
417 Tengo orejas y no oigo que soy,El maiz
418 Se dice y se puede quebrar que es,Una promesa
419 Sin pulmones respiro y sin vida crezco que soy,El fuego
420 Estoy seca te seco y me mojo que soy,La toalla
421 Tengo muchas llaves y no abro puertas que soy,Un piano
422 Me rompes si pronuncias mi nombre que soy,El silencio
423 En papel hay montanas sin tierra que soy,Un mapa
424 Llega despues y nunca ahora que es,El manana
425 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
426 Nazco con la luz y muero en la oscuridad que soy,La sombra
427 Desaparezco cuando hablas que soy,El silencio
428 Sin pulmones respiro y sin vida crezco que soy,El fuego
429 En papel hay montanas sin tierra que soy,Un mapa
430 Hago musica y tengo teclas que soy,Un piano
431 Nazco en montanas y voy al oceano que soy,Un rio
432 Voy por el suelo con cordones que soy,El zapato
433 Peino cabellos sin morder que soy,Un peine
434 Se rompe sin tocarse que es,Una promesa
435 Me sigues sin tocarme cruzo agua sin mojarme que soy,La sombra
436 Voy por el suelo con cordones que soy,El zapato
437 Hago musica y tengo teclas que soy,Un piano
438 Vuelo sin alas lloro sin ojos dime que soy,Las nubes
439 Desaparezco cuando hablas que soy,El silencio
440 Sin pulmones respiro y sin vida crezco que soy,El fuego
441 Peino cabellos sin morder que soy,Un peine
442 Hago musica y tengo teclas que soy,Un piano
443 Corro sin piernas y muero en el mar que soy,Un rio
444 Voy por el suelo con cordones que soy,El zapato
445 En papel hay montanas sin tierra que soy,Un mapa
446 Tengo orejas y no oigo que soy,El maiz
447 Tengo muchas llaves y no abro puertas que soy,Un piano
448 En papel hay montanas sin tierra que soy,Un mapa
449 Tengo anillos en el tronco y no joyas que soy,Un arbol
450 Voy por el suelo con cordones que soy,El zapato
451 Estoy seca te seco y me mojo que soy,La toalla
452 Vivo en cuevas y repito tu voz que soy,El eco
453 Siempre viene pero nunca es hoy que es,El manana
454 Viajo en cartas pegado a una esquina que soy,Un sello
455 Doy sombra madera y frutos que soy,Un arbol
456 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
457 Corro sin piernas y muero en el mar que soy,Un rio
458 Vuelo sin alas lloro sin ojos dime que soy,Las nubes
459 Siempre viene pero nunca es hoy que es,El manana
460 De vidrio o plastico con cuello que soy,La botella
461 Nazco con la luz y muero en la oscuridad que soy,La sombra
462 Se rompe sin tocarse que es,Una promesa
463 Vuelo sin alas lloro sin ojos dime que soy,Las nubes
464 Rojo ardiente me alimenta el aire que soy,El fuego
465 Vivo en cuevas y repito tu voz que soy,El eco
466 Me rompes si pronuncias mi nombre que soy,El silencio
467 Tengo orejas y no oigo que soy,El maiz
468 Soy delgada y pincho sin ver que soy,La aguja
469 Se rompe sin tocarse que es,Una promesa
470 Sin pulmones respiro y sin vida crezco que soy,El fuego
471 Entre mas me quitan mas grande me vuelvo que soy,Un agujero
472 Hago musica y tengo teclas que soy,Un piano
473 Vuelo sin alas lloro sin ojos dime que soy,Las nubes
474 Corro sin piernas y muero en el mar que soy,Un rio
475 Doy sombra madera y frutos que soy,Un arbol
476 Llega despues y nunca ahora que es,El manana
477 Vivo en cuevas y repito tu voz que soy,El eco
478 Me rompes si pronuncias mi nombre que soy,El silencio
479 Tengo anillos en el tronco y no joyas que soy,Un arbol
480 Hago musica y tengo teclas que soy,Un piano
481 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
482 Nazco en montanas y voy al oceano que soy,Un rio
483 Viajo en cartas pegado a una esquina que soy,Un sello
484 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
485 Floto en el cielo y traigo lluvia que soy,Las nubes
486 Siempre viene pero nunca es hoy que es,El manana
487 Tengo lengua y no hablo camino sin pies que soy,El zapato
488 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
489 Soy delgada y pincho sin ver que soy,La aguja
490 Tengo anillos en el tronco y no joyas que soy,Un arbol
491 Peino cabellos sin morder que soy,Un peine
492 Rojo ardiente me alimenta el aire que soy,El fuego
493 Me rompes si pronuncias mi nombre que soy,El silencio
494 De vidrio o plastico con cuello que soy,La botella
495 Soy vacio y crezco cuando me sacan que soy,Un agujero
496 Doy sombra madera y frutos que soy,Un arbol
497 Vivo en cuevas y repito tu voz que soy,El eco
498 Soy vacio y crezco cuando me sacan que soy,Un agujero
499 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
500 Tengo dientes sin hambre que soy,Un peine
501 Tengo muchas llaves y no abro puertas que soy,Un piano
502 Hago musica y tengo teclas que soy,Un piano
503 Floto en el cielo y traigo lluvia que soy,Las nubes
504 Aumenta contigo y no retrocede que es,La edad
505 Floto en el cielo y traigo lluvia que soy,Las nubes
506 Siempre viene pero nunca es hoy que es,El manana
507 Rojo ardiente me alimenta el aire que soy,El fuego
508 Peino cabellos sin morder que soy,Un peine
509 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
510 Tengo dientes y no muerdo que soy,Un peine
511 Doy la vuelta al mundo sin moverme del sobre que soy,Un sello
512 En la milpa hay muchas orejas que soy,El maiz
513 Vivo en cuevas y repito tu voz que soy,El eco
514 En la milpa hay muchas orejas que soy,El maiz
515 Viajo en cartas pegado a una esquina que soy,Un sello
516 Se dice y se puede quebrar que es,Una promesa
517 Sube cada anio y no baja que es,La edad
518 Vivo en cuevas y repito tu voz que soy,El eco
519 Me sigues sin tocarme cruzo agua sin mojarme que soy,La sombra
520 Tengo lengua y no hablo camino sin pies que soy,El zapato
521 Siempre viene pero nunca es hoy que es,El manana
522 Corro sin piernas y muero en el mar que soy,Un rio
523 Llega despues y nunca ahora que es,El manana
524 Muestro rios sin agua y ciudades sin casas que soy,Un mapa
525 Hago musica y tengo teclas que soy,Un piano
526 Corro sin piernas y muero en el mar que soy,Un rio
527 Se dice y se puede quebrar que es,Una promesa
528 Tengo anillos en el tronco y no joyas que soy,Un arbol
529 De vidrio o plastico con cuello que soy,La botella
530 Rojo ardiente me alimenta el aire que soy,El fuego
531 Tengo cuello sin cabeza y tomo sin boca que soy,La botella
532 Soy vacio y crezco cuando me sacan que soy,Un agujero
533 Soy vacio y crezco cuando me sacan que soy,Un agujero
534 Sube cada anio y no baja que es,La edad
535 Sube cada anio y no baja que es,La edad
