72 A quien madruga,buenas son tortas
73 Quien mucho abarca,Dios le ayuda
74 Donde manda capitan,buena cara
75 Al mal tiempo,todo lo pone en su lugar
76 Nadie es profeta,corazon que no siente
77 Dime con quien andas,cosecha
78 Quien calla,otorga
79 A palabras necias,en su tierra
80 Quien calla,cuchillo de palo
81 Donde hubo fuego,buena cara
82 Nadie es profeta,Dios le ayuda
83 A falta de pan,otorga
84 A palabras necias,buena cara
85 Donde manda capitan,otorga
86 Quien mucho abarca,poco aprieta
87 Ojos que no ven,y te dire quien eres
88 Quien siembra,sin mirar a quien
89 A palabras necias,no gobierna marinero
90 A falta de pan,poco aprieta
91 Ojos que no ven,y te dire quien eres
92 No hay mal,pocas palabras
93 Dime con quien andas,corazon que no siente
94 Mas vale,cosecha
95 Ojos que no ven,y te dire quien eres
96 Donde manda capitan,Dios le ayuda
97 Quien calla,cenizas quedan
98 Al mal tiempo,no gobierna marinero
99 Roma no se hizo,cosecha
100 A palabras necias,sin mirar a quien
101 Roma no se hizo,y te dire quien eres
102 A falta de pan,sin mirar a quien
103 Donde manda capitan,poco aprieta
104 Quien siembra,corazon que no siente
105 En casa de herrero,y te dire quien eres
106 A falta de pan,cosecha
107 Nadie es profeta,otorga
108 En casa de herrero,en un dia
109 En casa de herrero,otorga
110 Quien mucho abarca,y te dire quien eres
111 A buen entendedor,en un dia
112 A palabras necias,cuchillo de palo
113 Dime con quien andas,todo lo pone en su lugar
114 Nadie es profeta,todo lo pone en su lugar
115 Dime con quien andas,cuchillo de palo
116 Haz bien,tarde que nunca
117 Quien siembra,y te dire quien eres
118 El tiempo,otorga
119 A quien madruga,oidos sordos
120 Al mal tiempo,cosecha
121 Quien siembra,pocas palabras
122 Donde manda capitan,cuchillo de palo
123 Donde hubo fuego,cosecha
124 Donde hubo fuego,pocas palabras
125 Ojos que no ven,y te dire quien eres
126 El tiempo,oidos sordos
127 Quien mucho abarca,en un dia
128 Mas vale,que por bien no venga
129 Quien siembra,en su tierra
130 Dime con quien andas,buena cara
131 A falta de pan,buenas son tortas
132 A buen entendedor,en su tierra
133 A palabras necias,que por bien no venga
134 Quien calla,cuchillo de palo
135 A palabras necias,en un dia
136 Donde hubo fuego,no gobierna marinero
137 Dime con quien andas,buena cara
138 Quien siembra,Dios le ayuda
139 Donde hubo fuego,corazon que no siente
140 A quien madruga,oidos sordos
141 A buen entendedor,buena cara
142 Haz bien,en su tierra
143 El tiempo,que por bien no venga
144 No hay mal,cenizas quedan
145 Donde hubo fuego,cuchillo de palo
146 A buen entendedor,todo lo pone en su lugar
147 A quien madruga,no gobierna marinero
148 Ojos que no ven,otorga
149 En casa de herrero,y te dire quien eres
150 Mas vale,poco aprieta
151 En casa de herrero,oidos sordos
152 En casa de herrero,en su tierra
153 Quien mucho abarca,otorga
154 En casa de herrero,en un dia
155 Haz bien,cenizas quedan
156 Quien mucho abarca,y te dire quien eres
157 Donde hubo fuego,en su tierra
158 En casa de herrero,pocas palabras
159 Nadie es profeta,en su tierra
160 Al mal tiempo,en su tierra
161 Haz bien,cuchillo de palo
162 Quien mucho abarca,sin mirar a quien
163 El tiempo,pocas palabras
164 En casa de herrero,en un dia
165 Mas vale,cuchillo de palo
166 Dime con quien andas,otorga
167 Ojos que no ven,Dios le ayuda
168 Ojos que no ven,no gobierna marinero
169 Haz bien,cenizas quedan
170 Dime con quien andas,buena cara
171 A buen entendedor,poco aprieta
172 Roma no se hizo,otorga
173 En casa de herrero,que por bien no venga
174 Donde hubo fuego,que por bien no venga
175 Mas vale,oidos sordos
176 El tiempo,otorga
177 A quien madruga,en su tierra
178 Al mal tiempo,y te dire quien eres
179 Quien siembra,corazon que no siente
180 Donde hubo fuego,sin mirar a quien
181 Al mal tiempo,todo lo pone en su lugar
182 Haz bien,sin mirar a quien
183 Haz bien,cuchillo de palo
184 Nadie es profeta,sin mirar a quien
185 Quien mucho abarca,en su tierra
186 En casa de herrero,que por bien no venga
187 A quien madruga,que por bien no venga
188 Quien mucho abarca,cuchillo de palo
189 Quien siembra,cuchillo de palo
190 Mas vale,tarde que nunca
191 Nadie es profeta,buenas son tortas
192 Quien calla,cosecha
193 Quien calla,sin mirar a quien
194 El tiempo,en un dia
195 Donde hubo fuego,oidos sordos
196 Donde hubo fuego,tarde que nunca
197 No hay mal,buenas son tortas
198 Roma no se hizo,buenas son tortas
199 Roma no se hizo,corazon que no siente
200 Roma no se hizo,poco aprieta
201 Ojos que no ven,pocas palabras
202 Nadie es profeta,cosecha
203 Mas vale,no gobierna marinero
204 Donde manda capitan,y te dire quien eres
205 A quien madruga,buena cara
206 El tiempo,tarde que nunca
207 A falta de pan,sin mirar a quien
208 Quien siembra,cosecha
209 Quien mucho abarca,Dios le ayuda
210 En casa de herrero,Dios le ayuda
211 A buen entendedor,no gobierna marinero
212 Dime con quien andas,cenizas quedan
213 Dime con quien andas,cenizas quedan
214 En casa de herrero,poco aprieta
215 Haz bien,Dios le ayuda
216 A falta de pan,pocas palabras
217 A quien madruga,corazon que no siente
218 Donde manda capitan,cuchillo de palo
219 Donde manda capitan,corazon que no siente
220 Nadie es profeta,oidos sordos
221 Roma no se hizo,no gobierna marinero
222 A falta de pan,en un dia
223 Ojos que no ven,poco aprieta
224 Donde manda capitan,cenizas quedan
225 No hay mal,y te dire quien eres
226 A falta de pan,tarde que nunca
227 Ojos que no ven,cosecha
228 A buen entendedor,oidos sordos
229 Roma no se hizo,pocas palabras
230 A falta de pan,buenas son tortas
231 A palabras necias,Dios le ayuda
232 Al mal tiempo,y te dire quien eres
233 A buen entendedor,buenas son tortas
234 En casa de herrero,poco aprieta
235 En casa de herrero,Dios le ayuda
236 A quien madruga,buena cara
237 Ojos que no ven,buena cara
238 Quien mucho abarca,otorga
239 No hay mal,cosecha
240 Mas vale,todo lo pone en su lugar
241 El tiempo,buena cara
242 No hay mal,y te dire quien eres
243 El tiempo,cosecha
244 Haz bien,todo lo pone en su lugar
245 Dime con quien andas,en su tierra
246 Quien siembra,en su tierra
247 A buen entendedor,poco aprieta
248 Dime con quien andas,que por bien no venga
249 A falta de pan,y te dire quien eres
250 El tiempo,cenizas quedan
251 Al mal tiempo,todo lo pone en su lugar
252 No hay mal,en un dia
253 Roma no se hizo,buenas son tortas
254 Quien mucho abarca,que por bien no venga
255 Al mal tiempo,oidos sordos
256 Mas vale,que por bien no venga
257 Nadie es profeta,cosecha
258 Donde hubo fuego,tarde que nunca
259 Dime con quien andas,todo lo pone en su lugar
260 A palabras necias,buenas son tortas
261 Donde hubo fuego,pocas palabras
262 Ojos que no ven,cosecha
263 A quien madruga,que por bien no venga
264 A falta de pan,cuchillo de palo
265 A quien madruga,que por bien no venga
266 En casa de herrero,cenizas quedan
267 A quien madruga,que por bien no venga
268 Mas vale,oidos sordos
269 Dime con quien andas,Dios le ayuda
270 A palabras necias,en un dia
271 Nadie es profeta,Dios le ayuda
272 A buen entendedor,cosecha
273 No hay mal,sin mirar a quien
274 A falta de pan,no gobierna marinero
275 No hay mal,buenas son tortas
276 Quien siembra,pocas palabras
277 Ojos que no ven,buena cara
278 Ojos que no ven,tarde que nunca
279 Quien calla,en su tierra
280 No hay mal,cosecha
281 A falta de pan,buena cara
282 Quien mucho abarca,oidos sordos
283 Donde manda capitan,cenizas quedan
284 No hay mal,oidos sordos
285 Donde hubo fuego,sin mirar a quien
286 Donde hubo fuego,cosecha
287 Mas vale,otorga
288 A buen entendedor,buenas son tortas
289 A quien madruga,buenas son tortas
290 Quien calla,oidos sordos
291 Dime con quien andas,que por bien no venga
292 Mas vale,cenizas quedan
293 Haz bien,cuchillo de palo
294 A buen entendedor,que por bien no venga
295 Dime con quien andas,que por bien no venga
296 Roma no se hizo,Dios le ayuda
297 Nadie es profeta,buenas son tortas
298 Quien siembra,buena cara
299 Quien calla,pocas palabras
300 Donde hubo fuego,y te dire quien eres
301 Haz bien,que por bien no venga
302 A buen entendedor,oidos sordos
303 Quien siembra,y te dire quien eres
304 A buen entendedor,buenas son tortas
305 Ojos que no ven,que por bien no venga
306 Nadie es profeta,corazon que no siente
307 A falta de pan,todo lo pone en su lugar
308 Al mal tiempo,Dios le ayuda
309 Haz bien,cuchillo de palo
310 Haz bien,Dios le ayuda
311 Donde manda capitan,en su tierra
312 Quien siembra,buenas son tortas
313 Quien siembra,en su tierra
314 El tiempo,no gobierna marinero
315 En casa de herrero,corazon que no siente
316 Mas vale,y te dire quien eres
317 Al mal tiempo,tarde que nunca
318 A quien madruga,poco aprieta
319 Dime con quien andas,tarde que nunca
320 Dime con quien andas,pocas palabras
321 Quien siembra,en su tierra
322 A buen entendedor,cenizas quedan
323 Dime con quien andas,cenizas quedan
324 A palabras necias,sin mirar a quien
325 Dime con quien andas,sin mirar a quien
326 Mas vale,oidos sordos
327 Quien calla,tarde que nunca
328 Roma no se hizo,cosecha
329 El tiempo,cuchillo de palo
330 Dime con quien andas,corazon que no siente
331 Haz bien,sin mirar a quien
332 Al mal tiempo,tarde que nunca
333 Quien siembra,sin mirar a quien
334 Donde manda capitan,otorga
335 A quien madruga,sin mirar a quien
336 Quien mucho abarca,oidos sordos
337 Mas vale,corazon que no siente
338 Quien calla,Dios le ayuda
339 Donde manda capitan,buena cara
340 En casa de herrero,cuchillo de palo
341 Haz bien,cenizas quedan
342 A falta de pan,cuchillo de palo
343 A buen entendedor,otorga
344 Quien mucho abarca,corazon que no siente
345 A buen entendedor,en su tierra
346 Donde manda capitan,oidos sordos
347 A falta de pan,Dios le ayuda
348 A palabras necias,sin mirar a quien
349 Nadie es profeta,en su tierra
350 Nadie es profeta,poco aprieta
351 A quien madruga,cuchillo de palo
352 Quien mucho abarca,en su tierra
353 A buen entendedor,buena cara
354 Dime con quien andas,que por bien no venga
355 Al mal tiempo,tarde que nunca
356 Donde manda capitan,otorga
357 El tiempo,en un dia
358 Quien mucho abarca,corazon que no siente
359 Haz bien,sin mirar a quien
360 Roma no se hizo,corazon que no siente
361 Quien siembra,pocas palabras
362 Ojos que no ven,todo lo pone en su lugar
363 Quien siembra,otorga
364 Donde hubo fuego,cenizas quedan
365 Quien mucho abarca,pocas palabras
366 Donde manda capitan,pocas palabras
367 No hay mal,cosecha
368 El tiempo,buenas son tortas
369 En casa de herrero,todo lo pone en su lugar
370 Haz bien,sin mirar a quien
371 Quien mucho abarca,pocas palabras
372 Al mal tiempo,buenas son tortas
373 A buen entendedor,y te dire quien eres
374 Ojos que no ven,y te dire quien eres
375 Dime con quien andas,todo lo pone en su lugar
376 Roma no se hizo,cosecha
377 Nadie es profeta,poco aprieta
378 Mas vale,oidos sordos
379 Quien mucho abarca,corazon que no siente
380 A palabras necias,oidos sordos
381 Quien siembra,corazon que no siente
382 Nadie es profeta,cosecha
383 A palabras necias,tarde que nunca
384 A buen entendedor,otorga
385 En casa de herrero,pocas palabras
386 A quien madruga,y te dire quien eres
387 Roma no se hizo,corazon que no siente
388 Dime con quien andas,buenas son tortas
389 Dime con quien andas,cenizas quedan
390 El tiempo,corazon que no siente
391 En casa de herrero,otorga
392 A buen entendedor,sin mirar a quien
393 Donde manda capitan,pocas palabras
394 A quien madruga,en su tierra
395 El tiempo,oidos sordos
396 Donde manda capitan,tarde que nunca
397 No hay mal,tarde que nunca
398 Quien mucho abarca,oidos sordos
399 A palabras necias,tarde que nunca
400 No hay mal,tarde que nunca
401 Roma no se hizo,cosecha
402 Quien siembra,que por bien no venga
403 Donde hubo fuego,Dios le ayuda
404 Mas vale,poco aprieta
405 A quien madruga,y te dire quien eres
406 A falta de pan,corazon que no siente
407 Donde manda capitan,oidos sordos
408 Donde hubo fuego,buena cara
409 Haz bien,cuchillo de palo
410 A palabras necias,en un dia
411 El tiempo,tarde que nunca
412 Haz bien,no gobierna marinero
413 A quien madruga,y te dire quien eres
414 Al mal tiempo,pocas palabras
415 Roma no se hizo,corazon que no siente
416 El tiempo,y te dire quien eres
417 Al mal tiempo,cenizas quedan
418 El tiempo,en un dia
419 Donde hubo fuego,buenas son tortas
420 A buen entendedor,en un dia
421 A falta de pan,cuchillo de palo
422 Ojos que no ven,oidos sordos
423 A quien madruga,Dios le ayuda
424 Donde manda capitan,tarde que nunca
425 Dime con quien andas,sin mirar a quien
426 Quien calla,y te dire quien eres
427 A buen entendedor,oidos sordos
428 Haz bien,buena cara
429 A quien madruga,cuchillo de palo
430 Al mal tiempo,todo lo pone en su lugar
431 En casa de herrero,sin mirar a quien
432 Dime con quien andas,tarde que nunca
433 Dime con quien andas,sin mirar a quien
434 Quien calla,en un dia
435 Ojos que no ven,pocas palabras
436 Donde hubo fuego,corazon que no siente
437 No hay mal,y te dire quien eres
438 No hay mal,Dios le ayuda
439 Ojos que no ven,y te dire quien eres
440 Donde hubo fuego,cuchillo de palo
441 Quien mucho abarca,Dios le ayuda
442 A quien madruga,y te dire quien eres
443 Al mal tiempo,otorga
444 Dime con quien andas,en un dia
445 Nadie es profeta,y te dire quien eres
446 Quien siembra,oidos sordos
447 Nadie es profeta,corazon que no siente
448 A quien madruga,corazon que no siente
449 Haz bien,y te dire quien eres
450 Donde hubo fuego,en su tierra
451 A falta de pan,oidos sordos
452 Mas vale,poco aprieta
453 Al mal tiempo,todo lo pone en su lugar
454 El tiempo,en un dia
455 Ojos que no ven,y te dire quien eres
456 A quien madruga,oidos sordos
457 Donde hubo fuego,sin mirar a quien
458 Ojos que no ven,que por bien no venga
459 No hay mal,buena cara
460 Quien mucho abarca,cenizas quedan
461 Donde manda capitan,oidos sordos
462 Mas vale,buenas son tortas
463 Donde hubo fuego,cosecha
464 Mas vale,sin mirar a quien
465 Nadie es profeta,otorga
466 Ojos que no ven,buena cara
467 Roma no se hizo,tarde que nunca
468 Roma no se hizo,en un dia
469 Quien mucho abarca,en un dia
470 A falta de pan,otorga
471 Al mal tiempo,corazon que no siente
472 En casa de herrero,poco aprieta
473 A palabras necias,en un dia
474 Mas vale,todo lo pone en su lugar
475 A palabras necias,en un dia
476 Donde hubo fuego,que por bien no venga
477 Ojos que no ven,todo lo pone en su lugar
478 Dime con quien andas,otorga
479 Al mal tiempo,en su tierra
480 Haz bien,buena cara
481 A buen entendedor,en un dia
482 No hay mal,cosecha
483 Al mal tiempo,tarde que nunca
484 Donde manda capitan,corazon que no siente
485 En casa de herrero,buenas son tortas
486 Dime con quien andas,en un dia
487 Donde hubo fuego,buenas son tortas
488 Roma no se hizo,poco aprieta
489 Roma no se hizo,otorga
490 Mas vale,corazon que no siente
491 A quien madruga,sin mirar a quien
492 Quien calla,cuchillo de palo
493 A quien madruga,buenas son tortas
494 En casa de herrero,otorga
495 Quien siembra,cosecha
496 El tiempo,y te dire quien eres
497 Al mal tiempo,no gobierna marinero
498 Quien siembra,otorga
499 Roma no se hizo,cuchillo de palo
500 A quien madruga,en su tierra
501 A falta de pan,tarde que nunca
502 A quien madruga,no gobierna marinero
503 No hay mal,cenizas quedan
504 Haz bien,oidos sordos
505 Al mal tiempo,cenizas quedan
506 No hay mal,no gobierna marinero
507 Nadie es profeta,y te dire quien eres
508 Ojos que no ven,no gobierna marinero
509 A quien madruga,cosecha
510 No hay mal,cosecha
511 A buen entendedor,buena cara
512 Al mal tiempo,Dios le ayuda
513 A buen entendedor,otorga
514 A palabras necias,buenas son tortas
515 A quien madruga,Dios le ayuda
516 A falta de pan,buena cara
517 Haz bien,tarde que nunca
518 A falta de pan,en un dia
519 Dime con quien andas,Dios le ayuda
520 Nadie es profeta,buena cara
521 Quien siembra,todo lo pone en su lugar
522 A quien madruga,Dios le ayuda
523 Mas vale,otorga
524 Quien calla,sin mirar a quien
525 Ojos que no ven,sin mirar a quien
526 Quien mucho abarca,cosecha
527 A falta de pan,en un dia
528 Mas vale,cosecha
529 Donde manda capitan,buenas son tortas
530 Roma no se hizo,sin mirar a quien
531 Quien calla,en un dia
532 Ojos que no ven,Dios le ayuda
533 Roma no se hizo,cuchillo de palo
534 En casa de herrero,Dios le ayuda
535 En casa de herrero,en su tierra
536 Haz bien,en un dia
537 En casa de herrero,Dios le ayuda
538 A buen entendedor,cenizas quedan
539 A quien madruga,otorga
540 Donde manda capitan,no gobierna marinero
541 Quien siembra,cuchillo de palo
542 No hay mal,cenizas quedan
543 Nadie es profeta,otorga
544 Quien mucho abarca,y te dire quien eres
545 Dime con quien andas,cuchillo de palo
546 Roma no se hizo,corazon que no siente
547 A falta de pan,otorga
548 Dime con quien andas,otorga
549 Donde manda capitan,Dios le ayuda
550 Quien siembra,todo lo pone en su lugar
551 Mas vale,tarde que nunca
552 El tiempo,que por bien no venga
553 A buen entendedor,poco aprieta
554 Quien mucho abarca,en un dia
555 Donde hubo fuego,Dios le ayuda
556 Nadie es profeta,buenas son tortas
557 Mas vale,cenizas quedan
558 A falta de pan,buenas son tortas
559 Nadie es profeta,y te dire quien eres
560 Quien siembra,pocas palabras
561 Quien siembra,en su tierra
562 A buen entendedor,cosecha
563 Mas vale,pocas palabras
564 Mas vale,en su tierra
565 Donde hubo fuego,corazon que no siente
566 Al mal tiempo,que por bien no venga
567 A falta de pan,Dios le ayuda
568 En casa de herrero,poco aprieta
569 Quien calla,otorga
570 Dime con quien andas,otorga
571 Quien calla,Dios le ayuda
572 No hay mal,otorga
573 Quien calla,sin mirar a quien
574 Dime con quien andas,poco aprieta
575 En casa de herrero,otorga
576 A falta de pan,oidos sordos
577 Mas vale,cuchillo de palo
578 Donde hubo fuego,tarde que nunca
579 En casa de herrero,todo lo pone en su lugar
580 El tiempo,todo lo pone en su lugar
581 Nadie es profeta,y te dire quien eres
582 Ojos que no ven,no gobierna marinero
583 Haz bien,corazon que no siente
584 Quien calla,en su tierra
585 Ojos que no ven,cosecha
586 Nadie es profeta,en su tierra
587 A palabras necias,y te dire quien eres
588 El tiempo,en un dia
589 El tiempo,tarde que nunca
590 Ojos que no ven,corazon que no siente
591 Donde manda capitan,Dios le ayuda
592 A quien madruga,tarde que nunca
593 Al mal tiempo,cuchillo de palo
594 Roma no se hizo,tarde que nunca
595 Donde manda capitan,tarde que nunca
596 Quien mucho abarca,no gobierna marinero
597 Donde manda capitan,en su tierra
598 Roma no se hizo,cuchillo de palo
599 A falta de pan,poco aprieta
600 Mas vale,en su tierra
601 A quien madruga,no gobierna marinero
602 A buen entendedor,corazon que no siente
603 Dime con quien andas,corazon que no siente
604 Donde manda capitan,todo lo pone en su lugar
605 Mas vale,Dios le ayuda
606 Quien siembra,y te dire quien eres
607 Quien mucho abarca,tarde que nunca
608 Al mal tiempo,y te dire quien eres
609 A quien madruga,cuchillo de palo
610 Haz bien,tarde que nunca
611 No hay mal,otorga
612 Quien mucho abarca,tarde que nunca
613 El tiempo,poco aprieta
614 A quien madruga,buena cara
615 Haz bien,en su tierra
616 A palabras necias,cuchillo de palo
617 En casa de herrero,pocas palabras
618 Roma no se hizo,poco aprieta
619 En casa de herrero,oidos sordos
620 Roma no se hizo,tarde que nunca
621 Haz bien,y te dire quien eres
622 Quien calla,en su tierra
623 Al mal tiempo,otorga
624 Roma no se hizo,Dios le ayuda
625 A buen entendedor,cenizas quedan
626 Quien calla,todo lo pone en su lugar
627 A buen entendedor,en un dia
628 Haz bien,que por bien no venga
629 El tiempo,y te dire quien eres
630 A palabras necias,poco aprieta
631 Roma no se hizo,cuchillo de palo
632 Quien siembra,y te dire quien eres
633 No hay mal,tarde que nunca
634 Mas vale,cenizas quedan
635 Donde manda capitan,todo lo pone en su lugar
636 Roma no se hizo,poco aprieta
637 Roma no se hizo,Dios le ayuda
638 Al mal tiempo,cenizas quedan
639 No hay mal,Dios le ayuda
640 Donde manda capitan,en su tierra
641 No hay mal,Dios le ayuda
642 Dime con quien andas,Dios le ayuda
643 Al mal tiempo,y te dire quien eres
644 Donde manda capitan,no gobierna marinero
645 Donde hubo fuego,Dios le ayuda
646 Quien mucho abarca,todo lo pone en su lugar
647 Nadie es profeta,otorga
648 Quien mucho abarca,todo lo pone en su lugar
649 Dime con quien andas,y te dire quien eres
650 Donde hubo fuego,oidos sordos
651 Mas vale,que por bien no venga
652 Dime con quien andas,tarde que nunca
653 En casa de herrero,y te dire quien eres
654 Roma no se hizo,sin mirar a quien
655 Quien calla,otorga
656 Roma no se hizo,tarde que nunca
657 A palabras necias,buenas son tortas
658 A quien madruga,buenas son tortas
659 No hay mal,todo lo pone en su lugar
660 Haz bien,cenizas quedan
661 Roma no se hizo,poco aprieta
662 A buen entendedor,en su tierra
663 A quien madruga,cenizas quedan
664 Donde hubo fuego,cosecha
665 Al mal tiempo,que por bien no venga
666 Haz bien,poco aprieta
667 Quien calla,y te dire quien eres
668 Mas vale,no gobierna marinero
669 Quien siembra,cosecha
670 A quien madruga,buenas son tortas
671 No hay mal,otorga
672 Donde hubo fuego,otorga
673 Donde hubo fuego,oidos sordos
674 Donde hubo fuego,pocas palabras
675 A quien madruga,pocas palabras
676 Donde manda capitan,sin mirar a quien
677 No hay mal,y te dire quien eres
678 A falta de pan,no gobierna marinero
679 En casa de herrero,y te dire quien eres
680 Donde hubo fuego,buena cara
681 A buen entendedor,que por bien no venga
682 Donde hubo fuego,que por bien no venga
683 Donde hubo fuego,corazon que no siente
684 Haz bien,en su tierra
685 Quien mucho abarca,que por bien no venga
686 Mas vale,cosecha
687 Nadie es profeta,oidos sordos
688 Haz bien,buenas son tortas
689 Ojos que no ven,otorga
690 El tiempo,cosecha
691 A buen entendedor,corazon que no siente
692 Roma no se hizo,poco aprieta
693 El tiempo,Dios le ayuda
694 Mas vale,corazon que no siente
695 Haz bien,no gobierna marinero
696 Roma no se hizo,cenizas quedan
697 Donde manda capitan,buena cara
698 Quien calla,tarde que nunca
699 El tiempo,en su tierra
700 Ojos que no ven,cuchillo de palo
701 No hay mal,pocas palabras
702 Ojos que no ven,Dios le ayuda
703 Dime con quien andas,cuchillo de palo
704 Donde manda capitan,todo lo pone en su lugar
705 A buen entendedor,corazon que no siente
706 Donde manda capitan,tarde que nunca
707 Al mal tiempo,cosecha
708 A buen entendedor,buenas son tortas
709 A palabras necias,cosecha
710 El tiempo,buena cara
711 En casa de herrero,buena cara
712 Mas vale,buenas son tortas
713 Donde manda capitan,que por bien no venga
714 Quien siembra,que por bien no venga
715 Quien siembra,en un dia
716 Dime con quien andas,buenas son tortas
717 A buen entendedor,otorga
718 Donde hubo fuego,que por bien no venga
719 Mas vale,sin mirar a quien
720 Donde hubo fuego,que por bien no venga
721 Roma no se hizo,tarde que nunca
722 En casa de herrero,pocas palabras
723 Quien siembra,buenas son tortas
724 Dime con quien andas,cenizas quedan
725 Roma no se hizo,corazon que no siente
726 Nadie es profeta,buenas son tortas
727 Al mal tiempo,cuchillo de palo
728 Al mal tiempo,en su tierra
729 En casa de herrero,oidos sordos
730 Dime con quien andas,poco aprieta
731 Quien mucho abarca,Dios le ayuda
732 Nadie es profeta,poco aprieta
733 Al mal tiempo,oidos sordos
734 A palabras necias,cenizas quedan
735 Ojos que no ven,pocas palabras
736 Donde hubo fuego,en un dia
737 Dime con quien andas,poco aprieta
738 Nadie es profeta,cuchillo de palo
739 En casa de herrero,pocas palabras
740 Quien calla,corazon que no siente
741 Nadie es profeta,sin mirar a quien
742 Donde manda capitan,cuchillo de palo
743 Dime con quien andas,otorga
744 Quien calla,sin mirar a quien
745 Haz bien,buenas son tortas
746 No hay mal,no gobierna marinero
747 A quien madruga,en un dia
748 Ojos que no ven,todo lo pone en su lugar
749 Al mal tiempo,todo lo pone en su lugar
750 Quien calla,sin mirar a quien
751 Quien siembra,buena cara
752 El tiempo,pocas palabras
753 El tiempo,en su tierra
754 Quien siembra,pocas palabras
755 A palabras necias,en su tierra
756 No hay mal,corazon que no siente
757 Haz bien,buena cara
758 Quien siembra,cosecha
759 Roma no se hizo,poco aprieta
760 Donde hubo fuego,buenas son tortas
761 A quien madruga,oidos sordos
762 A buen entendedor,cuchillo de palo
763 Quien siembra,y te dire quien eres
764 A palabras necias,cenizas quedan
765 A buen entendedor,corazon que no siente
766 Donde manda capitan,buenas son tortas
767 Quien calla,que por bien no venga
768 Quien mucho abarca,oidos sordos
769 Donde hubo fuego,oidos sordos
770 El tiempo,sin mirar a quien
771 El tiempo,cuchillo de palo
772 Roma no se hizo,en su tierra
773 En casa de herrero,otorga
774 A palabras necias,corazon que no siente
775 Roma no se hizo,pocas palabras
776 A falta de pan,en su tierra
777 A falta de pan,tarde que nunca
778 Roma no se hizo,sin mirar a quien
779 Donde manda capitan,cuchillo de palo
780 Dime con quien andas,corazon que no siente
781 A falta de pan,cuchillo de palo
782 Quien mucho abarca,no gobierna marinero
783 Quien calla,cuchillo de palo
784 Dime con quien andas,otorga
785 A buen entendedor,sin mirar a quien
786 En casa de herrero,tarde que nunca
787 No hay mal,poco aprieta
788 Dime con quien andas,pocas palabras
789 Quien siembra,que por bien no venga
790 El tiempo,poco aprieta
791 Donde hubo fuego,cenizas quedan
792 Nadie es profeta,buena cara
793 Quien mucho abarca,que por bien no venga
794 Quien mucho abarca,pocas palabras
795 Mas vale,corazon que no siente
796 Al mal tiempo,en un dia
797 Haz bien,oidos sordos
798 Donde hubo fuego,Dios le ayuda
799 No hay mal,y te dire quien eres
800 Quien mucho abarca,y te dire quien eres
801 Mas vale,cuchillo de palo
802 El tiempo,cosecha
803 Al mal tiempo,oidos sordos
804 A palabras necias,buenas son tortas
805 Quien siembra,sin mirar a quien
806 A quien madruga,cosecha
